state,exposure_category,year,quarter,period,period_index,date,hiv_notifications,prep_dispensing_count,post_pbs_listing,post_epic_nsw,covid_period,is_msm,msm_x_post_pbs,population_share,msm_population_weight,baseline_testing_rate_per_100k,seifa_irsad_index
SA,Heterosexual,2016,3,2016Q3,14,2016-07-01,4,0,0,0,0,0,0,0.07,0.06,310,980
SA,Heterosexual,2016,4,2016Q4,15,2016-10-01,1,0,0,0,0,0,0,0.07,0.06,310,980
SA,Heterosexual,2017,1,2017Q1,16,2017-01-01,3,0,0,0,0,0,0,0.07,0.06,310,980
SA,Heterosexual,2017,2,2017Q2,17,2017-04-01,8,0,0,0,0,0,0,0.07,0.06,310,980
SA,Heterosexual,2017,3,2017Q3,18,2017-07-01,1,0,0,0,0,0,0,0.07,0.06,310,980
SA,Heterosexual,2017,4,2017Q4,19,2017-10-01,8,0,0,0,0,0,0,0.07,0.06,310,980
SA,Heterosexual,2018,1,2018Q1,20,2018-01-01,4,0,0,0,0,0,0,0.07,0.06,310,980
SA,Heterosexual,2018,2,2018Q2,21,2018-04-01,1,494,1,0,0,0,0,0.07,0.06,310,980
SA,Heterosexual,2018,3,2018Q3,22,2018-07-01,2,749,1,0,0,0,0,0.07,0.06,310,980
SA,Heterosexual,2018,4,2018Q4,23,2018-10-01,5,1008,1,0,0,0,0,0.07,0.06,310,980
SA,Heterosexual,2019,1,2019Q1,24,2019-01-01,5,1378,1,0,0,0,0,0.07,0.06,310,980
SA,Heterosexual,2019,2,2019Q2,25,2019-04-01,6,1761,1,0,0,0,0,0.07,0.06,310,980
SA,Heterosexual,2019,3,2019Q3,26,2019-07-01,2,1914,1,0,0,0,0,0.07,0.06,310,980
SA,Heterosexual,2019,4,2019Q4,27,2019-10-01,3,2153,1,0,0,0,0,0.07,0.06,310,980
SA,Heterosexual,2020,1,2020Q1,28,2020-01-01,2,2392,1,0,0,0,0,0.07,0.06,310,980
SA,Heterosexual,2020,2,2020Q2,29,2020-04-01,1,2447,1,0,1,0,0,0.07,0.06,310,980
SA,Heterosexual,2020,3,2020Q3,30,2020-07-01,5,2379,1,0,1,0,0,0.07,0.06,310,980
SA,Heterosexual,2020,4,2020Q4,31,2020-10-01,4,2219,1,0,1,0,0,0.07,0.06,310,980
SA,Heterosexual,2021,1,2021Q1,32,2021-01-01,4,2190,1,0,1,0,0,0.07,0.06,310,980
SA,Heterosexual,2021,2,2021Q2,33,2021-04-01,6,2351,1,0,1,0,0,0.07,0.06,310,980
SA,Heterosexual,2021,3,2021Q3,34,2021-07-01,1,2433,1,0,1,0,0,0.07,0.06,310,980
SA,Heterosexual,2021,4,2021Q4,35,2021-10-01,4,2722,1,0,1,0,0,0.07,0.06,310,980
SA,Heterosexual,2022,1,2022Q1,36,2022-01-01,2,2626,1,0,0,0,0,0.07,0.06,310,980
SA,Heterosexual,2022,2,2022Q2,37,2022-04-01,5,2791,1,0,0,0,0,0.07,0.06,310,980
SA,Heterosexual,2022,3,2022Q3,38,2022-07-01,6,2667,1,0,0,0,0,0.07,0.06,310,980
SA,Heterosexual,2022,4,2022Q4,39,2022-10-01,2,2723,1,0,0,0,0,0.07,0.06,310,980
SA,MSM,2013,1,2013Q1,0,2013-01-01,11,0,0,0,0,1,0,0.07,0.06,310,980
SA,MSM,2013,2,2013Q2,1,2013-04-01,14,0,0,0,0,1,0,0.07,0.06,310,980
SA,MSM,2013,3,2013Q3,2,2013-07-01,11,0,0,0,0,1,0,0.07,0.06,310,980
SA,MSM,2013,4,2013Q4,3,2013-10-01,9,0,0,0,0,1,0,0.07,0.06,310,980
SA,MSM,2014,1,2014Q1,4,2014-01-01,9,0,0,0,0,1,0,0.07,0.06,310,980
SA,MSM,2014,2,2014Q2,5,2014-04-01,10,0,0,0,0,1,0,0.07,0.06,310,980
SA,MSM,2014,3,2014Q3,6,2014-07-01,7,0,0,0,0,1,0,0.07,0.06,310,980
SA,MSM,2014,4,2014Q4,7,2014-10-01,6,0,0,0,0,1,0,0.07,0.06,310,980
SA,MSM,2015,1,2015Q1,8,2015-01-01,13,0,0,0,0,1,0,0.07,0.06,310,980
SA,MSM,2015,2,2015Q2,9,2015-04-01,15,0,0,0,0,1,0,0.07,0.06,310,980
SA,MSM,2015,3,2015Q3,10,2015-07-01,11,0,0,0,0,1,0,0.07,0.06,310,980
SA,MSM,2015,4,2015Q4,11,2015-10-01,11,0,0,0,0,1,0,0.07,0.06,310,980
SA,MSM,2016,1,2016Q1,12,2016-01-01,11,0,0,0,0,1,0,0.07,0.06,310,980
SA,MSM,2016,2,2016Q2,13,2016-04-01,9,0,0,0,0,1,0,0.07,0.06,310,980
SA,MSM,2016,3,2016Q3,14,2016-07-01,7,0,0,0,0,1,0,0.07,0.06,310,980
SA,MSM,2016,4,2016Q4,15,2016-10-01,10,0,0,0,0,1,0,0.07,0.06,310,980
SA,MSM,2017,1,2017Q1,16,2017-01-01,3,0,0,0,0,1,0,0.07,0.06,310,980
SA,MSM,2017,2,2017Q2,17,2017-04-01,14,0,0,0,0,1,0,0.07,0.06,310,980
SA,MSM,2017,3,2017Q3,18,2017-07-01,12,0,0,0,0,1,0,0.07,0.06,310,980
SA,MSM,2017,4,2017Q4,19,2017-10-01,7,0,0,0,0,1,0,0.07,0.06,310,980
SA,MSM,2018,1,2018Q1,20,2018-01-01,13,0,0,0,0,1,0,0.07,0.06,310,980
SA,MSM,2018,2,2018Q2,21,2018-04-01,10,494,1,0,0,1,1,0.07,0.06,310,980
SA,MSM,2018,3,2018Q3,22,2018-07-01,7,749,1,0,0,1,1,0.07,0.06,310,980
SA,MSM,2018,4,2018Q4,23,2018-10-01,8,1008,1,0,0,1,1,0.07,0.06,310,980
SA,MSM,2019,1,2019Q1,24,2019-01-01,12,1378,1,0,0,1,1,0.07,0.06,310,980
SA,MSM,2019,2,2019Q2,25,2019-04-01,9,1761,1,0,0,1,1,0.07,0.06,310,980
SA,MSM,2019,3,2019Q3,26,2019-07-01,8,1914,1,0,0,1,1,0.07,0.06,310,980
SA,MSM,2019,4,2019Q4,27,2019-10-01,8,2153,1,0,0,1,1,0.07,0.06,310,980
SA,MSM,2020,1,2020Q1,28,2020-01-01,7,2392,1,0,0,1,1,0.07,0.06,310,980
SA,MSM,2020,2,2020Q2,29,2020-04-01,7,2447,1,0,1,1,1,0.07,0.06,310,980
SA,MSM,2020,3,2020Q3,30,2020-07-01,2,2379,1,0,1,1,1,0.07,0.06,310,980
SA,MSM,2020,4,2020Q4,31,2020-10-01,8,2219,1,0,1,1,1,0.07,0.06,310,980
SA,MSM,2021,1,2021Q1,32,2021-01-01,9,2190,1,0,1,1,1,0.07,0.06,310,980
SA,MSM,2021,2,2021Q2,33,2021-04-01,9,2351,1,0,1,1,1,0.07,0.06,310,980
SA,MSM,2021,3,2021Q3,34,2021-07-01,12,2433,1,0,1,1,1,0.07,0.06,310,980
SA,MSM,2021,4,2021Q4,35,2021-10-01,5,2722,1,0,1,1,1,0.07,0.06,310,980
SA,MSM,2022,1,2022Q1,36,2022-01-01,7,2626,1,0,0,1,1,0.07,0.06,310,980
SA,MSM,2022,2,2022Q2,37,2022-04-01,14,2791,1,0,0,1,1,0.07,0.06,310,980
SA,MSM,2022,3,2022Q3,38,2022-07-01,5,2667,1,0,0,1,1,0.07,0.06,310,980
SA,MSM,2022,4,2022Q4,39,2022-10-01,6,2723,1,0,0,1,1,0.07,0.06,310,980
SA,Other,2013,1,2013Q1,0,2013-01-01,1,0,0,0,0,0,0,0.07,0.06,310,980
SA,Other,2013,2,2013Q2,1,2013-04-01,3,0,0,0,0,0,0,0.07,0.06,310,980
SA,Other,2013,3,2013Q3,2,2013-07-01,2,0,0,0,0,0,0,0.07,0.06,310,980
SA,Other,2013,4,2013Q4,3,2013-10-01,1,0,0,0,0,0,0,0.07,0.06,310,980
SA,Other,2014,1,2014Q1,4,2014-01-01,1,0,0,0,0,0,0,0.07,0.06,310,980
SA,Other,2014,2,2014Q2,5,2014-04-01,2,0,0,0,0,0,0,0.07,0.06,310,980
SA,Other,2014,3,2014Q3,6,2014-07-01,0,0,0,0,0,0,0,0.07,0.06,310,980
SA,Other,2014,4,2014Q4,7,2014-10-01,0,0,0,0,0,0,0,0.07,0.06,310,980
SA,Other,2015,1,2015Q1,8,2015-01-01,1,0,0,0,0,0,0,0.07,0.06,310,980
SA,Other,2015,2,2015Q2,9,2015-04-01,1,0,0,0,0,0,0,0.07,0.06,310,980
SA,Other,2015,3,2015Q3,10,2015-07-01,0,0,0,0,0,0,0,0.07,0.06,310,980
SA,Other,2015,4,2015Q4,11,2015-10-01,1,0,0,0,0,0,0,0.07,0.06,310,980
SA,Other,2016,1,2016Q1,12,2016-01-01,0,0,0,0,0,0,0,0.07,0.06,310,980
SA,Other,2016,2,2016Q2,13,2016-04-01,0,0,0,0,0,0,0,0.07,0.06,310,980
SA,Other,2016,3,2016Q3,14,2016-07-01,4,0,0,0,0,0,0,0.07,0.06,310,980
SA,Other,2016,4,2016Q4,15,2016-10-01,2,0,0,0,0,0,0,0.07,0.06,310,980
SA,Other,2017,1,2017Q1,16,2017-01-01,1,0,0,0,0,0,0,0.07,0.06,310,980
SA,Other,2017,2,2017Q2,17,2017-04-01,1,0,0,0,0,0,0,0.07,0.06,310,980
SA,Other,2017,3,2017Q3,18,2017-07-01,4,0,0,0,0,0,0,0.07,0.06,310,980
SA,Other,2017,4,2017Q4,19,2017-10-01,3,0,0,0,0,0,0,0.07,0.06,310,980
SA,Other,2018,1,2018Q1,20,2018-01-01,2,0,0,0,0,0,0,0.07,0.06,310,980
SA,Other,2018,2,2018Q2,21,2018-04-01,0,494,1,0,0,0,0,0.07,0.06,310,980
SA,Other,2018,3,2018Q3,22,2018-07-01,2,749,1,0,0,0,0,0.07,0.06,310,980
SA,Other,2018,4,2018Q4,23,2018-10-01,2,1008,1,0,0,0,0,0.07,0.06,310,980
SA,Other,2019,1,2019Q1,24,2019-01-01,0,1378,1,0,0,0,0,0.07,0.06,310,980
SA,Other,2019,2,2019Q2,25,2019-04-01,1,1761,1,0,0,0,0,0.07,0.06,310,980
SA,Other,2019,3,2019Q3,26,2019-07-01,3,1914,1,0,0,0,0,0.07,0.06,310,980
SA,Other,2019,4,2019Q4,27,2019-10-01,2,2153,1,0,0,0,0,0.07,0.06,310,980
SA,Other,2020,1,2020Q1,28,2020-01-01,3,2392,1,0,0,0,0,0.07,0.06,310,980
SA,Other,2020,2,2020Q2,29,2020-04-01,1,2447,1,0,1,0,0,0.07,0.06,310,980
SA,Other,2020,3,2020Q3,30,2020-07-01,1,2379,1,0,1,0,0,0.07,0.06,310,980
SA,Other,2020,4,2020Q4,31,2020-10-01,2,2219,1,0,1,0,0,0.07,0.06,310,980
SA,Other,2021,1,2021Q1,32,2021-01-01,0,2190,1,0,1,0,0,0.07,0.06,310,980
SA,Other,2021,2,2021Q2,33,2021-04-01,1,2351,1,0,1,0,0,0.07,0.06,310,980
SA,Other,2021,3,2021Q3,34,2021-07-01,4,2433,1,0,1,0,0,0.07,0.06,310,980
SA,Other,2021,4,2021Q4,35,2021-10-01,1,2722,1,0,1,0,0,0.07,0.06,310,980
SA,Other,2022,1,2022Q1,36,2022-01-01,2,2626,1,0,0,0,0,0.07,0.06,310,980
SA,Other,2022,2,2022Q2,37,2022-04-01,0,2791,1,0,0,0,0,0.07,0.06,310,980
SA,Other,2022,3,2022Q3,38,2022-07-01,0,2667,1,0,0,0,0,0.07,0.06,310,980
SA,Other,2022,4,2022Q4,39,2022-10-01,2,2723,1,0,0,0,0,0.07,0.06,310,980
TAS,Heterosexual,2013,1,2013Q1,0,2013-01-01,0,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Heterosexual,2013,2,2013Q2,1,2013-04-01,1,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Heterosexual,2013,3,2013Q3,2,2013-07-01,0,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Heterosexual,2013,4,2013Q4,3,2013-10-01,1,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Heterosexual,2014,1,2014Q1,4,2014-01-01,3,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Heterosexual,2014,2,2014Q2,5,2014-04-01,0,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Heterosexual,2014,3,2014Q3,6,2014-07-01,1,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Heterosexual,2014,4,2014Q4,7,2014-10-01,1,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Heterosexual,2015,1,2015Q1,8,2015-01-01,0,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Heterosexual,2015,2,2015Q2,9,2015-04-01,2,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Heterosexual,2015,3,2015Q3,10,2015-07-01,1,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Heterosexual,2015,4,2015Q4,11,2015-10-01,1,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Heterosexual,2016,1,2016Q1,12,2016-01-01,0,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Heterosexual,2016,2,2016Q2,13,2016-04-01,0,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Heterosexual,2016,3,2016Q3,14,2016-07-01,0,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Heterosexual,2016,4,2016Q4,15,2016-10-01,0,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Heterosexual,2017,1,2017Q1,16,2017-01-01,1,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Heterosexual,2017,2,2017Q2,17,2017-04-01,0,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Heterosexual,2017,3,2017Q3,18,2017-07-01,1,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Heterosexual,2017,4,2017Q4,19,2017-10-01,2,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Heterosexual,2018,1,2018Q1,20,2018-01-01,1,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Heterosexual,2018,2,2018Q2,21,2018-04-01,0,116,1,0,0,0,0,0.02,0.015,260,960
TAS,Heterosexual,2018,3,2018Q3,22,2018-07-01,3,187,1,0,0,0,0,0.02,0.015,260,960
TAS,Heterosexual,2018,4,2018Q4,23,2018-10-01,1,235,1,0,0,0,0,0.02,0.015,260,960
TAS,Heterosexual,2019,1,2019Q1,24,2019-01-01,0,372,1,0,0,0,0,0.02,0.015,260,960
TAS,Heterosexual,2019,2,2019Q2,25,2019-04-01,0,418,1,0,0,0,0,0.02,0.015,260,960
TAS,Heterosexual,2019,3,2019Q3,26,2019-07-01,1,517,1,0,0,0,0,0.02,0.015,260,960
TAS,Heterosexual,2019,4,2019Q4,27,2019-10-01,3,532,1,0,0,0,0,0.02,0.015,260,960
TAS,Heterosexual,2020,1,2020Q1,28,2020-01-01,1,602,1,0,0,0,0,0.02,0.015,260,960
TAS,Heterosexual,2020,2,2020Q2,29,2020-04-01,0,631,1,0,1,0,0,0.02,0.015,260,960
TAS,Heterosexual,2020,3,2020Q3,30,2020-07-01,1,586,1,0,1,0,0,0.02,0.015,260,960
TAS,Heterosexual,2020,4,2020Q4,31,2020-10-01,0,581,1,0,1,0,0,0.02,0.015,260,960
TAS,Heterosexual,2021,1,2021Q1,32,2021-01-01,0,560,1,0,1,0,0,0.02,0.015,260,960
TAS,Heterosexual,2021,2,2021Q2,33,2021-04-01,0,561,1,0,1,0,0,0.02,0.015,260,960
TAS,Heterosexual,2021,3,2021Q3,34,2021-07-01,0,646,1,0,1,0,0,0.02,0.015,260,960
TAS,Heterosexual,2021,4,2021Q4,35,2021-10-01,0,623,1,0,1,0,0,0.02,0.015,260,960
TAS,Heterosexual,2022,1,2022Q1,36,2022-01-01,1,642,1,0,0,0,0,0.02,0.015,260,960
TAS,Heterosexual,2022,2,2022Q2,37,2022-04-01,2,659,1,0,0,0,0,0.02,0.015,260,960
TAS,Heterosexual,2022,3,2022Q3,38,2022-07-01,2,719,1,0,0,0,0,0.02,0.015,260,960
TAS,Heterosexual,2022,4,2022Q4,39,2022-10-01,0,658,1,0,0,0,0,0.02,0.015,260,960
TAS,MSM,2013,1,2013Q1,0,2013-01-01,2,0,0,0,0,1,0,0.02,0.015,260,960
TAS,MSM,2013,2,2013Q2,1,2013-04-01,2,0,0,0,0,1,0,0.02,0.015,260,960
TAS,MSM,2013,3,2013Q3,2,2013-07-01,2,0,0,0,0,1,0,0.02,0.015,260,960
TAS,MSM,2013,4,2013Q4,3,2013-10-01,2,0,0,0,0,1,0,0.02,0.015,260,960
TAS,MSM,2014,1,2014Q1,4,2014-01-01,7,0,0,0,0,1,0,0.02,0.015,260,960
TAS,MSM,2014,2,2014Q2,5,2014-04-01,1,0,0,0,0,1,0,0.02,0.015,260,960
TAS,MSM,2014,3,2014Q3,6,2014-07-01,1,0,0,0,0,1,0,0.02,0.015,260,960
TAS,MSM,2014,4,2014Q4,7,2014-10-01,1,0,0,0,0,1,0,0.02,0.015,260,960
TAS,MSM,2015,1,2015Q1,8,2015-01-01,2,0,0,0,0,1,0,0.02,0.015,260,960
TAS,MSM,2015,2,2015Q2,9,2015-04-01,4,0,0,0,0,1,0,0.02,0.015,260,960
TAS,MSM,2015,3,2015Q3,10,2015-07-01,2,0,0,0,0,1,0,0.02,0.015,260,960
TAS,MSM,2015,4,2015Q4,11,2015-10-01,3,0,0,0,0,1,0,0.02,0.015,260,960
TAS,MSM,2016,1,2016Q1,12,2016-01-01,2,0,0,0,0,1,0,0.02,0.015,260,960
TAS,MSM,2016,2,2016Q2,13,2016-04-01,2,0,0,0,0,1,0,0.02,0.015,260,960
TAS,MSM,2016,3,2016Q3,14,2016-07-01,0,0,0,0,0,1,0,0.02,0.015,260,960
TAS,MSM,2016,4,2016Q4,15,2016-10-01,5,0,0,0,0,1,0,0.02,0.015,260,960
TAS,MSM,2017,1,2017Q1,16,2017-01-01,2,0,0,0,0,1,0,0.02,0.015,260,960
TAS,MSM,2017,2,2017Q2,17,2017-04-01,1,0,0,0,0,1,0,0.02,0.015,260,960
TAS,MSM,2017,3,2017Q3,18,2017-07-01,3,0,0,0,0,1,0,0.02,0.015,260,960
TAS,MSM,2017,4,2017Q4,19,2017-10-01,1,0,0,0,0,1,0,0.02,0.015,260,960
TAS,MSM,2018,1,2018Q1,20,2018-01-01,3,0,0,0,0,1,0,0.02,0.015,260,960
TAS,MSM,2018,2,2018Q2,21,2018-04-01,1,116,1,0,0,1,1,0.02,0.015,260,960
TAS,MSM,2018,3,2018Q3,22,2018-07-01,1,187,1,0,0,1,1,0.02,0.015,260,960
TAS,MSM,2018,4,2018Q4,23,2018-10-01,3,235,1,0,0,1,1,0.02,0.015,260,960
TAS,MSM,2019,1,2019Q1,24,2019-01-01,2,372,1,0,0,1,1,0.02,0.015,260,960
TAS,MSM,2019,2,2019Q2,25,2019-04-01,5,418,1,0,0,1,1,0.02,0.015,260,960
TAS,MSM,2019,3,2019Q3,26,2019-07-01,4,517,1,0,0,1,1,0.02,0.015,260,960
TAS,MSM,2019,4,2019Q4,27,2019-10-01,4,532,1,0,0,1,1,0.02,0.015,260,960
TAS,MSM,2020,1,2020Q1,28,2020-01-01,1,602,1,0,0,1,1,0.02,0.015,260,960
TAS,MSM,2020,2,2020Q2,29,2020-04-01,2,631,1,0,1,1,1,0.02,0.015,260,960
TAS,MSM,2020,3,2020Q3,30,2020-07-01,2,586,1,0,1,1,1,0.02,0.015,260,960
TAS,MSM,2020,4,2020Q4,31,2020-10-01,2,581,1,0,1,1,1,0.02,0.015,260,960
TAS,MSM,2021,1,2021Q1,32,2021-01-01,2,560,1,0,1,1,1,0.02,0.015,260,960
TAS,MSM,2021,2,2021Q2,33,2021-04-01,5,561,1,0,1,1,1,0.02,0.015,260,960
TAS,MSM,2021,3,2021Q3,34,2021-07-01,2,646,1,0,1,1,1,0.02,0.015,260,960
TAS,MSM,2021,4,2021Q4,35,2021-10-01,1,623,1,0,1,1,1,0.02,0.015,260,960
TAS,MSM,2022,1,2022Q1,36,2022-01-01,3,642,1,0,0,1,1,0.02,0.015,260,960
TAS,MSM,2022,2,2022Q2,37,2022-04-01,0,659,1,0,0,1,1,0.02,0.015,260,960
TAS,MSM,2022,3,2022Q3,38,2022-07-01,3,719,1,0,0,1,1,0.02,0.015,260,960
TAS,MSM,2022,4,2022Q4,39,2022-10-01,4,658,1,0,0,1,1,0.02,0.015,260,960
TAS,Other,2013,1,2013Q1,0,2013-01-01,0,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Other,2013,2,2013Q2,1,2013-04-01,0,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Other,2013,3,2013Q3,2,2013-07-01,0,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Other,2013,4,2013Q4,3,2013-10-01,2,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Other,2014,1,2014Q1,4,2014-01-01,2,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Other,2014,2,2014Q2,5,2014-04-01,1,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Other,2014,3,2014Q3,6,2014-07-01,0,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Other,2014,4,2014Q4,7,2014-10-01,0,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Other,2015,1,2015Q1,8,2015-01-01,1,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Other,2015,2,2015Q2,9,2015-04-01,0,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Other,2015,3,2015Q3,10,2015-07-01,0,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Other,2015,4,2015Q4,11,2015-10-01,0,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Other,2016,1,2016Q1,12,2016-01-01,0,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Other,2016,2,2016Q2,13,2016-04-01,2,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Other,2016,3,2016Q3,14,2016-07-01,0,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Other,2016,4,2016Q4,15,2016-10-01,0,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Other,2017,1,2017Q1,16,2017-01-01,0,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Other,2017,2,2017Q2,17,2017-04-01,0,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Other,2017,3,2017Q3,18,2017-07-01,1,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Other,2017,4,2017Q4,19,2017-10-01,0,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Other,2018,1,2018Q1,20,2018-01-01,0,0,0,0,0,0,0,0.02,0.015,260,960
TAS,Other,2018,2,2018Q2,21,2018-04-01,0,116,1,0,0,0,0,0.02,0.015,260,960
TAS,Other,2018,3,2018Q3,22,2018-07-01,0,187,1,0,0,0,0,0.02,0.015,260,960
TAS,Other,2018,4,2018Q4,23,2018-10-01,3,235,1,0,0,0,0,0.02,0.015,260,960
TAS,Other,2019,1,2019Q1,24,2019-01-01,1,372,1,0,0,0,0,0.02,0.015,260,960
TAS,Other,2019,2,2019Q2,25,2019-04-01,0,418,1,0,0,0,0,0.02,0.015,260,960
TAS,Other,2019,3,2019Q3,26,2019-07-01,0,517,1,0,0,0,0,0.02,0.015,260,960
TAS,Other,2019,4,2019Q4,27,2019-10-01,0,532,1,0,0,0,0,0.02,0.015,260,960
TAS,Other,2020,1,2020Q1,28,2020-01-01,0,602,1,0,0,0,0,0.02,0.015,260,960
TAS,Other,2020,2,2020Q2,29,2020-04-01,0,631,1,0,1,0,0,0.02,0.015,260,960
TAS,Other,2020,3,2020Q3,30,2020-07-01,0,586,1,0,1,0,0,0.02,0.015,260,960
TAS,Other,2020,4,2020Q4,31,2020-10-01,1,581,1,0,1,0,0,0.02,0.015,260,960
TAS,Other,2021,1,2021Q1,32,2021-01-01,0,560,1,0,1,0,0,0.02,0.015,260,960
TAS,Other,2021,2,2021Q2,33,2021-04-01,0,561,1,0,1,0,0,0.02,0.015,260,960
TAS,Other,2021,3,2021Q3,34,2021-07-01,1,646,1,0,1,0,0,0.02,0.015,260,960
TAS,Other,2021,4,2021Q4,35,2021-10-01,0,623,1,0,1,0,0,0.02,0.015,260,960
TAS,Other,2022,1,2022Q1,36,2022-01-01,0,642,1,0,0,0,0,0.02,0.015,260,960
TAS,Other,2022,2,2022Q2,37,2022-04-01,0,659,1,0,0,0,0,0.02,0.015,260,960
TAS,Other,2022,3,2022Q3,38,2022-07-01,0,719,1,0,0,0,0,0.02,0.015,260,960
TAS,Other,2022,4,2022Q4,39,2022-10-01,2,658,1,0,0,0,0,0.02,0.015,260,960
VIC,Heterosexual,2013,1,2013Q1,0,2013-01-01,11,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2013,2,2013Q2,1,2013-04-01,12,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2013,3,2013Q3,2,2013-07-01,14,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2013,4,2013Q4,3,2013-10-01,14,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2014,1,2014Q1,4,2014-01-01,17,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2014,2,2014Q2,5,2014-04-01,12,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2014,3,2014Q3,6,2014-07-01,12,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2014,4,2014Q4,7,2014-10-01,15,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2015,1,2015Q1,8,2015-01-01,18,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2015,2,2015Q2,9,2015-04-01,20,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2015,3,2015Q3,10,2015-07-01,15,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2015,4,2015Q4,11,2015-10-01,9,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2016,1,2016Q1,12,2016-01-01,15,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2016,2,2016Q2,13,2016-04-01,20,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2016,3,2016Q3,14,2016-07-01,16,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2016,4,2016Q4,15,2016-10-01,15,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2017,1,2017Q1,16,2017-01-01,12,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2017,2,2017Q2,17,2017-04-01,15,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2017,3,2017Q3,18,2017-07-01,21,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2017,4,2017Q4,19,2017-10-01,16,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2018,1,2018Q1,20,2018-01-01,14,0,0,0,0,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2018,2,2018Q2,21,2018-04-01,13,2240,1,0,0,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2018,3,2018Q3,22,2018-07-01,12,3278,1,0,0,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2018,4,2018Q4,23,2018-10-01,11,4613,1,0,0,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2019,1,2019Q1,24,2019-01-01,13,6088,1,0,0,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2019,2,2019Q2,25,2019-04-01,15,7485,1,0,0,0,0,0.26,0.27,400,1010
VIC,Heterosexual,2019,3,2019Q3,26,2019-07-01,10,8995,1,0,0,0,0,0.26,0.27,400,1010
